ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
200887_s_at	2555.25	P	0.000244141
200888_s_at	1841.81	P	0.000244141
200889_s_at	412.594	P	0.000732422
200890_s_at	179.606	P	0.000244141
200891_s_at	1426.38	P	0.000244141
200892_s_at	277.786	P	0.000244141
200893_at	373.362	P	0.000244141
200894_s_at	23.4218	P	0.0375977
200895_s_at	49.8471	P	0.0375977
200896_x_at	203.114	P	0.00292969
200897_s_at	17.1721	P	0.0141602
200898_s_at	1095.89	P	0.000244141
200899_s_at	1472.56	P	0.000244141
200900_s_at	158.751	P	0.000244141
200901_s_at	253.111	P	0.00195313
200902_at	1099.14	P	0.000244141
200903_s_at	17.8301	A	0.111572
200904_at	6883.81	P	0.000244141
200905_x_at	9091.46	P	0.000244141
200906_s_at	10.5384	A	0.246094
200907_s_at	5.1256	A	0.601074
200908_s_at	2.64584	A	0.5
200909_s_at	2521.47	P	0.000244141
200910_at	106.424	P	0.000732422
200911_s_at	1563.09	P	0.000244141
200912_s_at	2589.46	P	0.000244141
200913_at	60.0986	P	0.0375977
200914_x_at	155.536	P	0.000244141
200915_x_at	190.363	P	0.000244141
200916_at	5021.28	P	0.000244141
200917_s_at	159.898	P	0.0302734
200918_s_at	610.491	P	0.000732422
200919_at	2917.59	P	0.000244141
200920_s_at	6746.68	P	0.000244141
200921_s_at	4749.63	P	0.000244141
200922_at	33.6398	P	0.000244141
200923_at	24.9929	P	0.0302734
200924_s_at	44.183	M	0.0561523
200925_at	1523.36	P	0.000244141
200926_at	3788.35	P	0.000244141
200927_s_at	468.682	P	0.000244141
200928_s_at	26.4961	P	0.0012207
200929_at	264.988	P	0.000244141
200930_s_at	5.30929	A	0.601074
200931_s_at	519.852	P	0.000244141
200932_s_at	197.216	P	0.00415039
200933_x_at	2525.34	P	0.000244141
200934_at	1379.57	P	0.000244141
200935_at	18.5922	P	0.0239258
200936_at	1036.3	P	0.000244141
200937_s_at	796.475	P	0.000244141
200938_s_at	5.77258	A	0.466064
200939_s_at	75.6696	P	0.0141602
200940_s_at	1006.92	P	0.000244141
200941_at	447.471	P	0.000244141
200942_s_at	982.34	P	0.000244141
200943_at	1458.25	P	0.000732422
200944_s_at	833.21	P	0.000244141
200945_s_at	180.025	P	0.000244141
200946_x_at	65.077	P	0.0012207
200947_s_at	88.9603	P	0.0239258
200948_at	786.134	P	0.000244141
200949_x_at	1839.12	P	0.000244141
200950_at	352.683	P	0.000732422
200951_s_at	34.4871	P	0.0302734
